No errors
No warnings
151 ms
data source=metars
4766 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KTCM 050420Z AUTO 21005KT 10SM SCT024 12/11 A2984 RMK AO2 SLP108 $,KTCM,2023-11-05T04:20:00Z,47.149,-122.475,12,11,210,5,,10+,29.84,1010.8,,TRUE,TRUE,TRUE,,,,,,SCT,2400,,,,,,,VFR,,,,,,,,,,,,SPECI,87
KSJC 050420Z 34008KT 10SM BKN011 17/13 A3008 RMK AO2 T01670128 $,KSJC,2023-11-05T04:20:00Z,37.3594,-121.924,16.7,12.8,340,8,,10+,30.08,,,,TRUE,TRUE,,,,,,BKN,1100,,,,,,,MVFR,,,,,,,,,,,,SPECI,13
KQFX 050420Z AUTO 02002KT 9999 SCT140 22/16 A3003 RMK A02 TSNO,KQFX,2023-11-05T04:20:00Z,-99.99,-99.99,22,16,20,2,,6+,30.03,,,TRUE,TRUE,,,,,,,SCT,14000,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQFV 050420Z AUTO 31002KT 9999 SCT007 BKN020 BKN060 16/15 A3012 RMK A02 TSNO,KQFV,2023-11-05T04:20:00Z,-99.99,-99.99,16,15,310,2,,6+,30.12,,,TRUE,TRUE,,,,,,,SCT,700,BKN,2000,BKN,6000,,,MVFR,,,,,,,,,,,,METAR,9999
KQFU 050420Z AUTO 15002KT 9999 FEW015 BKN060 BKN120 18/16 A3008 RMK A02 TSNO,KQFU,2023-11-05T04:20:00Z,-99.99,-99.99,18,16,150,2,,6+,30.08,,,TRUE,TRUE,,,,,,,FEW,1500,BKN,6000,BKN,12000,,,VFR,,,,,,,,,,,,METAR,9999
KQFT 050420Z AUTO 35003KT 9999 BKN055 BKN130 BKN140 17/15 A3005 RMK A02 TSNO,KQFT,2023-11-05T04:20:00Z,-99.99,-99.99,17,15,350,3,,6+,30.05,,,TRUE,TRUE,,,,,,,BKN,5500,BKN,13000,BKN,14000,,,VFR,,,,,,,,,,,,METAR,9999
KQFB 050420Z AUTO 25002KT 9999 FEW046 23/17 A3015 RMK A02 TSNO,KQFB,2023-11-05T04:20:00Z,-99.99,-99.99,23,17,250,2,,6+,30.15,,,TRUE,TRUE,,,,,,,FEW,4600,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQEX 050420Z AUTO 16006G11KT 9999 SCT033 BKN065 23/16 A3001 RMK A02 TSNO,KQEX,2023-11-05T04:20:00Z,-99.99,-99.99,23,16,160,6,11,6+,30.01,,,TRUE,TRUE,,,,,,,SCT,3300,BKN,6500,,,,,VFR,,,,,,,,,,,,METAR,9999
KQEW 050420Z AUTO 34001KT 9999 BKN030 21/16 A3008 RMK A02 TSNO,KQEW,2023-11-05T04:20:00Z,-99.99,-99.99,21,16,340,1,,6+,30.08,,,TRUE,TRUE,,,,,,,BKN,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,9999
KQEV 050420Z AUTO 07004KT 9999 BKN180 23/16 A2997 RMK A02 TSNO,KQEV,2023-11-05T04:20:00Z,-99.99,-99.99,23,16,70,4,,6+,29.97,,,TRUE,TRUE,,,,,,,BKN,18000,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQEQ 050420Z AUTO 02002KT 9999 BKN060 16/16 A3008 RMK A02 TSNO,KQEQ,2023-11-05T04:20:00Z,-99.99,-99.99,16,16,20,2,,6+,30.08,,,TRUE,TRUE,,,,,,,BKN,6000,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQEP 050420Z AUTO 01001KT 9999 BKN150 19/17 A3006 RMK A02 TSNO,KQEP,2023-11-05T04:20:00Z,-99.99,-99.99,19,17,10,1,,6+,30.06,,,TRUE,TRUE,,,,,,,BKN,15000,,,,,,,VFR,,,,,,,,,,,,METAR,9999
KQEN 050420Z AUTO 06004KT M0400 FG CLR 13/13 A3015 RMK A02 TSNO,KQEN,2023-11-05T04:20:00Z,-99.99,-99.99,13,13,60,4,,0.25,30.15,,,TRUE,TRUE,,,,,,FG,CLR,,,,,,,,LIFR,,,,,,,,,,,,METAR,9999
KQEJ 050420Z AUTO 09001KT 9999 FEW010 BKN060 BKN140 17/14 A3008 RMK A02 TSNO,KQEJ,2023-11-05T04:20:00Z,-99.99,-99.99,17,14,90,1,,6+,30.08,,,TRUE,TRUE,,,,,,,FEW,1000,BKN,6000,BKN,14000,,,VFR,,,,,,,,,,,,METAR,9999
KQEI 050420Z AUTO 29004KT 9999 FEW009 BKN049 16/14 A3009 RMK A02 TSNO,KQEI,2023-11-05T04:20:00Z,-99.99,-99.99,16,14,290,4,,6+,30.09,,,TRUE,TRUE,,,,,,,FEW,900,BKN,4900,,,,,VFR,,,,,,,,,,,,METAR,9999
KPHF 050420Z AUTO 00000KT 3/4SM BR CLR 06/06 A3011 RMK AO2 T00610061 RVRNO,KPHF,2023-11-05T04:20:00Z,37.1322,-76.494,6.1,6.1,0,0,,0.75,30.11,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,LIFR,,,,,,,,,,,,SPECI,12
KNXF 050420Z AUTO 05004KT BKN003 13/12 A3000 RMK AO2 T01330122 PWINO $ ,KNXF,2023-11-05T04:20:00Z,33.287,-117.456,13.3,12.2,50,4,,,30.00,,,TRUE,TRUE,TRUE,,,,,,BKN,300,,,,,,,LIFR,,,,,,,,,,,,SPECI,28
KMTK 050420Z AUTO VRB06KT 10SM SCT032 22/16 A3015 RMK A01,KMTK,2023-11-05T04:20:00Z,28.6967,-89.3958,22,16,VRB,6,,10+,30.15,,,TRUE,TRUE,,,,,,,SCT,3200,,,,,,,VFR,,,,,,,,,,,,METAR,50
KMHV 050420Z AUTO 27011KT 10SM CLR 20/M10 A3008 RMK AO2,KMHV,2023-11-05T04:20:00Z,35.0626,-118.157,20,-10,270,11,,10+,30.08,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,841
KLCH 050420Z AUTO 00000KT 1/4SM FG 14/14 A3016 RMK AO2 T01390139 RVRNO $,KLCH,2023-11-05T04:20:00Z,30.1255,-93.2277,13.9,13.9,0,0,,0.25,30.16,,,TRUE,TRUE,TRUE,,,,,FG,,,,,,,,,LIFR,,,,,,,,,,,,SPECI,2
KHYR 050420Z AUTO 03003KT 10SM OVC029 03/M03 A3013 RMK AO2 T00281028,KHYR,2023-11-05T04:20:00Z,46.0303,-91.4426,2.8,-2.8,30,3,,10+,30.13,,,TRUE,TRUE,,,,,,,OVC,2900,,,,,,,MVFR,,,,,,,,,,,,SPECI,369
KFTN 050420Z AUTO 10004KT 10SM CLR 19/13 A3012 RMK A01,KFTN,2023-11-05T04:20:00Z,28.2111,-100.024,19,13,100,4,,10+,30.12,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,236
KFFA 050420Z AUTO 01003KT 10SM SCT065 16/16 A3007 RMK AO2 T01610157,KFFA,2023-11-05T04:20:00Z,36.0165,-75.6739,16.1,15.7,10,3,,10+,30.07,,,TRUE,TRUE,,,,,,,SCT,6500,,,,,,,VFR,,,,,,,,,,,,METAR,2
KDSF 050420Z AUTO 04017KT 10SM FEW026 23/16 A3015 RMK A01,KDSF,2023-11-05T04:20:00Z,28.35,-88.27,23,16,40,17,,10+,30.15,,,TRUE,TRUE,,,,,,,FEW,2600,,,,,,,VFR,,,,,,,,,,,,METAR,40
KCNK 050420Z AUTO 11003KT 1 1/4SM BR CLR 06/05 A3020 RMK AO2 T00610050,KCNK,2023-11-05T04:20:00Z,39.5513,-97.6508,6.1,5,110,3,,1.25,30.20,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,SPECI,445
KBPT 050420Z AUTO 00000KT 1/2SM R12/3000VP6000FT FG 16/15 A3015 RMK AO2 T01560150 $,KBPT,2023-11-05T04:20:00Z,29.9521,-94.0262,15.6,15,0,0,,0.5,30.15,,,TRUE,TRUE,TRUE,,,,,FG,,,,,,,,,LIFR,,,,,,,,,,,,SPECI,6
K5T9 050420Z AUTO 14005KT 10SM CLR 18/15 A3009 RMK A01,K5T9,2023-11-05T04:20:00Z,28.8568,-100.516,18,15,140,5,,10+,30.09,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,269
K1D1 050420Z AUTO 30008KT 6SM BR CLR 01/01 A3008 RMK AO2,K1D1,2023-11-05T04:20:00Z,45.231,-96.566,1,1,300,8,,6,30.08,,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,340
EYVI 050420Z 12003KT 9999 MIFG NSC 01/01 Q0992 TEMPO 0600 FG VV002,EYVI,2023-11-05T04:20:00Z,54.634,25.286,1,1,120,3,,6+,29.29,,,,,,,,,,MIFG,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,180
EYSA 050420Z 14003KT 100V170 9999 FEW029 03/03 Q0991 NOSIG,EYSA,2023-11-05T04:20:00Z,55.894,23.395,3,3,140,3,,6+,29.26,,,,,,,,,,,FEW,2900,,,,,,,VFR,,,,,,,,,,,,METAR,135
EYPA 050420Z 12008KT 9999 FEW032 05/04 Q0989,EYPA,2023-11-05T04:20:00Z,55.973,21.092,5,4,120,8,,6+,29.20,,,,,,,,,,,FEW,3200,,,,,,,VFR,,,,,,,,,,,,METAR,15
EYKA 050420Z 14004KT CAVOK 02/01 Q0991,EYKA,2023-11-05T04:20:00Z,54.962,24.069,2,1,140,4,,6+,29.26,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,68
EVVA 050420Z AUTO 13005KT 7000 SCT003 05/05 Q0990,EVVA,2023-11-05T04:20:00Z,57.361,21.545,5,5,130,5,,4.35,29.23,,,TRUE,,,,,,,,SCT,300,,,,,,,MVFR,,,,,,,,,,,,METAR,1
EVRA 050420Z 00000KT 9999 MIFG FEW003 04/03 Q0992 NOSIG,EVRA,2023-11-05T04:20:00Z,56.924,23.968,4,3,0,0,,6+,29.29,,,,,,,,,,MIFG,FEW,300,,,,,,,VFR,,,,,,,,,,,,METAR,7
EVLA 050420Z AUTO 12006KT 100V160 9999 FEW034/// 05/04 Q0989,EVLA,2023-11-05T04:20:00Z,56.517,21.097,5,4,120,6,,6+,29.20,,,TRUE,,,,,,,,FEW,3400,,,,,,,VFR,,,,,,,,,,,,METAR,5
EVGA 050420Z 10005KT 9999 BKN037 06/05 Q0992 NOSIG,EVGA,2023-11-05T04:20:00Z,56.778,24.854,6,5,100,5,,6+,29.29,,,,,,,,,,,BKN,3700,,,,,,,VFR,,,,,,,,,,,,METAR,61
ENZV 050420Z 09009KT 9999 FEW040 BKN075 08/03 Q0976,ENZV,2023-11-05T04:20:00Z,58.884,5.637,8,3,90,9,,6+,28.82,,,,,,,,,,,FEW,4000,BKN,7500,,,,,VFR,,,,,,,,,,,,METAR,7
ENVA 050420Z AUTO 08007KT 9999 OVC064/// 04/M02 Q0981 RMK WIND 670FT 09009KT,ENVA,2023-11-05T04:20:00Z,63.46,10.931,4,-2,80,7,,6+,28.97,,,TRUE,,,,,,,,OVC,6400,,,,,,,VFR,,,,,,,,,,,,METAR,12
ENTO 050420Z AUTO 01007KT 9999 -DZ VV003 03/03 Q0981,ENTO,2023-11-05T04:20:00Z,59.184,10.255,3,3,10,7,,6+,28.97,,,TRUE,,,,,,,-DZ,OVX,0,,,,,,,LIFR,,,,,,,,,,,300,METAR,84
ENTC 050420Z AUTO 19009KT 9999 OVC100/// 01/M04 Q0993 RMK WIND 2600FT 16015KT,ENTC,2023-11-05T04:20:00Z,69.675,18.916,1,-4,190,9,,6+,29.32,,,TRUE,,,,,,,,OVC,10000,,,,,,,VFR,,,,,,,,,,,,METAR,9
ENSB 050420Z 13008KT 7000 -SN FEW005 BKN025 M09/M11 Q1012 RMK WIND 1400FT 07005KT,ENSB,2023-11-05T04:20:00Z,78.246,15.466,-9,-11,130,8,,4.35,29.88,,,,,,,,,,-SN,FEW,500,BKN,2500,,,,,MVFR,,,,,,,,,,,,METAR,30
ENRY 050420Z AUTO 06007KT 9999 OVC004/// 05/04 Q0982,ENRY,2023-11-05T04:20:00Z,59.381,10.783,5,4,60,7,,6+,29.00,,,TRUE,,,,,,,,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,45
ENRO 050420Z AUTO 09004KT 9999 BKN006/// BKN010/// OVC070/// M02/M03 Q0981,ENRO,2023-11-05T04:20:00Z,62.578,11.342,-2,-3,90,4,,6+,28.97,,,TRUE,,,,,,,,BKN,600,BKN,1000,OVC,7000,,,IFR,,,,,,,,,,,,METAR,624
ENOL 050420Z 11011KT CAVOK 05/M00 Q0979,ENOL,2023-11-05T04:20:00Z,63.703,9.609,5,0,110,11,,6+,28.91,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9
ENHD 050420Z AUTO 08008KT 9999 BKN076/// 07/02 Q0977,ENHD,2023-11-05T04:20:00Z,59.341,5.22,7,2,80,8,,6+,28.85,,,TRUE,,,,,,,,BKN,7600,,,,,,,VFR,,,,,,,,,,,,METAR,22
ENGM 050420Z 04005KT 5000 -DZ BR FEW002 OVC004 01/01 Q0983,ENGM,2023-11-05T04:20:00Z,60.201,11.08,1,1,40,5,,3.11,29.03,,,,,,,,,,-DZ BR,FEW,200,OVC,400,,,,,LIFR,,,,,,,,,,,,METAR,204
ENDU 050420Z 12010KT 9999 FEW040 SCT140 M02/M08 Q0995 RMK WIND 1100FT 11010KT WIND 2200FT 14023KT,ENDU,2023-11-05T04:20:00Z,69.058,18.544,-2,-8,120,10,,6+,29.38,,,,,,,,,,,FEW,4000,SCT,14000,,,,,VFR,,-1,,,,,,,,,,METAR,65
ENCN 050420Z AUTO 08004KT 030V110 9999 RA FEW009/// BKN015/// OVC051/// 08/06 Q0977,ENCN,2023-11-05T04:20:00Z,58.2,8.077,8,6,80,4,,6+,28.85,,,TRUE,,,,,,,RA,FEW,900,BKN,1500,OVC,5100,,,MVFR,,,,,,,,,,,,METAR,17
ENBR 050420Z 08004KT 030V100 CAVOK 07/01 Q0977 RMK WIND 1200FT 10007KT,ENBR,2023-11-05T04:20:00Z,60.29,5.222,7,1,80,4,,6+,28.85,,,,,,,,,,,CAVOK,,,,,,,,VFR,,0.7,,,,,,,,,,METAR,49
ENBO 050420Z AUTO 10025KT 9999 OVC110/// 03/M05 Q0986,ENBO,2023-11-05T04:20:00Z,67.267,14.359,3,-5,100,25,,6+,29.11,,,TRUE,,,,,,,,OVC,11000,,,,,,,VFR,,,,,,,,,,,,METAR,13
ENAN 050420Z AUTO 12022KT 9999 NCD 02/M04 Q0991,ENAN,2023-11-05T04:20:00Z,69.307,16.131,2,-4,120,22,,6+,29.26,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,13
ENAL 050420Z AUTO 15007KT 9999 BKN066/// 08/02 Q0979,ENAL,2023-11-05T04:20:00Z,62.562,6.115,8,2,150,7,,6+,28.91,,,TRUE,,,,,,,,BKN,6600,,,,,,,VFR,,,,,,,,,,,,METAR,21
EKVG 050420Z AUTO 14008KT 9999 SCT049/// SCT080/// BKN100/// 06/06 Q0971 RMK FEW048/// BKN110/// WIND SKEID 13013KT,EKVG,2023-11-05T04:20:00Z,62.065,-7.282,6,6,140,8,,6+,28.67,,,TRUE,,,,,,,,SCT,4900,SCT,8000,BKN,10000,,,VFR,,,,,,,,,,,,METAR,89
EKSP 050420Z 13008KT 8000 -RA BKN008 07/07 Q0972,EKSP,2023-11-05T04:20:00Z,55.225,9.263,7,7,130,8,,4.97,28.70,,,,,,,,,,-RA,BKN,800,,,,,,,IFR,,,,,,,,,,,,METAR,40
EKKA 050420Z AUTO 09010KT 4000 -RA OVC006/// 07/07 Q0974,EKKA,2023-11-05T04:20:00Z,56.293,9.114,7,7,90,10,,2.49,28.76,,,TRUE,,,,,,,-RA,OVC,600,,,,,,,IFR,,,,,,,,,,,,METAR,50
EFVA 050420Z AUTO 15011KT 9999 -SHRA OVC007 06/05 Q0985,EFVA,2023-11-05T04:20:00Z,63.051,21.762,6,5,150,11,,6+,29.08,,,TRUE,,,,,,,-SHRA,OVC,700,,,,,,,IFR,,,,,,,,,,,,METAR,4
EFTU 050420Z AUTO 17005KT CAVOK 07/05 Q0990,EFTU,2023-11-05T04:20:00Z,60.514,22.263,7,5,170,5,,6+,29.23,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,47
EFTP 050420Z AUTO 18008KT 9999 SCT009 BKN037 07/05 Q0990,EFTP,2023-11-05T04:20:00Z,61.419,23.616,7,5,180,8,,6+,29.23,,,TRUE,,,,,,,,SCT,900,BKN,3700,,,,,VFR,,,,,,,,,,,,METAR,111
EFRO 050420Z AUTO 08011KT 9999 OVC007 M02/M03 Q0995,EFRO,2023-11-05T04:20:00Z,66.562,25.829,-2,-3,80,11,,6+,29.38,,,TRUE,,,,,,,,OVC,700,,,,,,,IFR,,,,,,,,,,,,METAR,201
EFOU 050420Z AUTO 13016KT 9999 OVC005 03/02 Q0991,EFOU,2023-11-05T04:20:00Z,64.93,25.355,3,2,130,16,,6+,29.26,,,TRUE,,,,,,,,OVC,500,,,,,,,IFR,,,,,,,,,,,,METAR,15
EFMA 050420Z AUTO 19012KT 9999 OVC029 08/05 Q0988,EFMA,2023-11-05T04:20:00Z,60.125,19.903,8,5,190,12,,6+,29.17,,,TRUE,,,,,,,,OVC,2900,,,,,,,MVFR,,,,,,,,,,,,METAR,6
EFIV 050420Z AUTO 03009KT 9999 OVC015 M06/M08 Q1001,EFIV,2023-11-05T04:20:00Z,68.607,27.405,-6,-8,30,9,,6+,29.56,,,TRUE,,,,,,,,OVC,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,145
EFHK 050420Z 17008KT 130V190 9999 SCT009 BKN040 08/07 Q0992 NOSIG,EFHK,2023-11-05T04:20:00Z,60.327,24.957,8,7,170,8,,6+,29.29,,,,,,,,,,,SCT,900,BKN,4000,,,,,VFR,,,,,,,,,,,,METAR,56
EETU 050420Z AUTO 00000KT 9999 OVC042/// 05/03 Q0993,EETU,2023-11-05T04:20:00Z,58.307,26.691,5,3,0,0,,6+,29.32,,,TRUE,,,,,,,,OVC,4200,,,,,,,VFR,,,,,,,,,,,,METAR,67
EETN 050420Z 15006KT 9999 SCT042 07/06 Q0992 NOSIG,EETN,2023-11-05T04:20:00Z,59.413,24.801,7,6,150,6,,6+,29.29,,,,,,,,,,,SCT,4200,,,,,,,VFR,,,,,,,,,,,,METAR,41
EEPU 050420Z AUTO 14005KT 9999 SCT039/// 06/05 Q0992,EEPU,2023-11-05T04:20:00Z,58.419,24.473,6,5,140,5,,6+,29.29,,,TRUE,,,,,,,,SCT,3900,,,,,,,VFR,,,,,,,,,,,,METAR,13
EEKE 050420Z AUTO 16010KT 9999NDV NCD 07/07 Q0990,EEKE,2023-11-05T04:20:00Z,58.23,22.509,7,7,160,10,,,29.23,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4
EBFS 050420Z AUTO 20011KT 9999 -RA FEW007/// SCT010/// BKN014/// 09/08 Q0970 GRN,EBFS,2023-11-05T04:20:00Z,50.243,4.646,9,8,200,11,,6+,28.64,,,TRUE,,,,,,,-RA,FEW,700,SCT,1000,BKN,1400,,,MVFR,,,,,,,,,,,,SPECI,276
